mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_subsample;param_objective;param_n_estimators;param_min_child_weight;param_max_depth;param_learning_rate;param_colsample_bytree;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;mean_test_score;std_test_score;rank_test_score
3.896;0.088;0.022;0.008;0.7;reg:squarederror;200;3;5;0.1;0.5;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.5};-0.079;-0.042;-0.068;-0.059;-0.062;0.013;170
10.115;0.122;0.030;0.004;0.8;reg:squarederror;200;1;7;0.05;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 1.0};-0.055;-0.042;-0.069;-0.085;-0.063;0.016;171
8.752;0.167;0.038;0.003;0.8;reg:squarederror;200;3;9;0.05;0.7;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.05, 'colsample_bytree': 0.7};-0.072;-0.055;-0.054;-0.071;-0.063;0.009;172
4.126;0.108;0.024;0.008;0.7;reg:squarederror;200;10;5;0.1;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.070;-0.049;-0.070;-0.065;-0.064;0.009;173
3.396;0.130;0.016;0.002;0.7;reg:squarederror;100;1;7;0.1;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.079;-0.038;-0.062;-0.078;-0.065;0.017;174
8.341;0.184;0.040;0.009;0.7;reg:squarederror;200;1;9;0.05;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.05, 'colsample_bytree': 0.7};-0.080;-0.048;-0.050;-0.082;-0.065;0.016;175
6.989;0.165;0.029;0.009;1.0;reg:squarederror;200;5;5;0.1;1.0;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 1.0};-0.082;-0.036;-0.067;-0.076;-0.065;0.018;176
1.878;0.029;0.014;0.004;0.7;reg:squarederror;100;3;3;0.25;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 0.7};-0.073;-0.052;-0.074;-0.065;-0.066;0.009;177
12.391;0.152;0.034;0.004;0.8;reg:squarederror;200;10;9;0.05;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 9, 'learning_rate': 0.05, 'colsample_bytree': 1.0};-0.062;-0.039;-0.079;-0.088;-0.067;0.019;178
1.973;0.056;0.026;0.006;0.7;reg:squarederror;100;3;9;0.1;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.25};-0.058;-0.057;-0.074;-0.082;-0.068;0.011;179
1.656;0.038;0.013;0.004;1.0;reg:squarederror;200;10;3;0.25;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.083;-0.043;-0.076;-0.070;-0.068;0.015;180
3.441;0.081;0.017;0.000;0.7;reg:squarederror;100;5;7;0.1;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.082;-0.049;-0.062;-0.080;-0.068;0.013;181
4.283;0.067;0.022;0.005;1.0;reg:squarederror;100;5;9;0.1;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.070;-0.045;-0.079;-0.081;-0.069;0.014;182
2.161;0.074;0.015;0.003;1.0;reg:squarederror;200;3;3;0.25;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.100;-0.052;-0.078;-0.046;-0.069;0.021;183
1.996;0.127;0.019;0.005;0.5;reg:squarederror;100;1;9;0.1;0.25;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.25};-0.059;-0.043;-0.091;-0.089;-0.070;0.020;184
3.392;0.023;0.012;0.000;0.8;reg:squarederror;100;5;7;0.1;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 1.0};-0.076;-0.045;-0.075;-0.090;-0.072;0.016;185
5.480;0.062;0.027;0.005;1.0;reg:squarederror;200;5;7;0.1;0.5;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.5};-0.090;-0.048;-0.086;-0.073;-0.074;0.016;186
6.905;0.188;0.029;0.005;0.7;reg:squarederror;200;1;5;0.1;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.084;-0.042;-0.079;-0.094;-0.075;0.020;187
12.734;0.166;0.035;0.002;0.8;reg:squarederror;200;3;9;0.05;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.05, 'colsample_bytree': 1.0};-0.072;-0.049;-0.077;-0.103;-0.075;0.019;188
9.437;0.140;0.029;0.004;0.8;reg:squarederror;200;1;9;0.05;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.05, 'colsample_bytree': 1.0};-0.060;-0.055;-0.080;-0.105;-0.075;0.020;189
3.775;0.027;0.015;0.000;0.8;reg:squarederror;200;5;5;0.1;0.7;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.071;-0.080;-0.067;-0.084;-0.075;0.007;190
6.224;0.130;0.038;0.013;0.8;reg:squarederror;200;1;5;0.1;0.7;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.072;-0.056;-0.076;-0.103;-0.077;0.017;191
2.368;0.039;0.019;0.006;0.7;reg:squarederror;100;1;3;0.25;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.061;-0.050;-0.075;-0.125;-0.078;0.028;192
1.794;0.022;0.022;0.003;0.5;reg:squarederror;100;5;9;0.1;0.25;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.25};-0.069;-0.052;-0.084;-0.108;-0.078;0.021;193
5.406;0.120;0.021;0.002;0.7;reg:squarederror;200;3;5;0.1;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.080;-0.059;-0.089;-0.086;-0.079;0.012;194
4.628;0.074;0.025;0.007;0.5;reg:squarederror;200;10;5;0.1;0.7;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.062;-0.078;-0.088;-0.099;-0.082;0.014;195
2.211;0.044;0.014;0.002;0.5;reg:squarederror;100;3;7;0.1;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.5};-0.083;-0.048;-0.105;-0.090;-0.082;0.021;196
4.751;0.082;0.018;0.001;0.7;reg:squarederror;100;5;7;0.1;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 1.0};-0.088;-0.067;-0.071;-0.109;-0.083;0.017;197
3.327;0.028;0.029;0.005;0.7;reg:squarederror;200;1;7;0.1;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.25};-0.063;-0.060;-0.084;-0.132;-0.085;0.029;198
5.478;0.040;0.027;0.002;0.8;reg:squarederror;200;1;7;0.1;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.5};-0.084;-0.066;-0.070;-0.127;-0.087;0.024;199
4.060;0.036;0.017;0.002;0.5;reg:squarederror;100;10;7;0.1;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 1.0};-0.067;-0.068;-0.089;-0.123;-0.087;0.023;200
3.151;0.054;0.017;0.002;0.5;reg:squarederror;100;5;7;0.1;0.7;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.092;-0.058;-0.093;-0.105;-0.087;0.017;201
3.339;0.038;0.030;0.008;0.7;reg:squarederror;200;3;7;0.1;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.25};-0.070;-0.080;-0.094;-0.111;-0.089;0.015;202
5.874;0.083;0.030;0.003;0.8;reg:squarederror;200;3;7;0.1;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.5};-0.094;-0.062;-0.079;-0.121;-0.089;0.022;203
2.991;0.100;0.018;0.003;0.8;reg:squarederror;200;5;3;0.25;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 0.5};-0.103;-0.063;-0.089;-0.101;-0.089;0.016;204
3.902;0.056;0.022;0.003;0.5;reg:squarederror;200;3;5;0.1;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.5};-0.103;-0.055;-0.116;-0.086;-0.090;0.023;205
5.280;0.147;0.028;0.004;0.8;reg:squarederror;200;5;7;0.1;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.5};-0.097;-0.070;-0.070;-0.128;-0.091;0.024;206
5.303;0.191;0.034;0.011;0.8;reg:squarederror;200;10;7;0.1;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.5};-0.129;-0.068;-0.075;-0.104;-0.094;0.024;207
1.010;0.016;0.010;0.000;0.8;reg:squarederror;100;10;5;0.25;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.092;-0.051;-0.100;-0.136;-0.095;0.030;208
4.447;0.141;0.062;0.019;0.7;reg:squarederror;200;1;9;0.1;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.25};-0.066;-0.079;-0.101;-0.136;-0.095;0.026;209
3.194;0.052;0.017;0.002;0.5;reg:squarederror;100;5;9;0.1;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.5};-0.092;-0.080;-0.119;-0.109;-0.100;0.015;210
6.760;0.191;0.034;0.008;1.0;reg:squarederror;200;3;9;0.1;0.5;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.5};-0.108;-0.073;-0.100;-0.127;-0.102;0.019;211
8.557;0.126;0.052;0.025;1.0;reg:squarederror;200;10;9;0.1;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.110;-0.087;-0.109;-0.108;-0.103;0.010;212
6.861;0.178;0.036;0.009;0.7;reg:squarederror;200;3;7;0.1;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.111;-0.071;-0.106;-0.128;-0.104;0.021;213
7.275;0.133;0.026;0.004;1.0;reg:squarederror;200;1;7;0.1;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.101;-0.070;-0.117;-0.136;-0.106;0.024;214
5.275;0.131;0.032;0.002;0.7;reg:squarederror;200;5;9;0.1;0.5;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.5};-0.111;-0.090;-0.115;-0.114;-0.108;0.010;215
1.512;0.060;0.016;0.003;0.7;reg:squarederror;100;1;5;0.25;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.094;-0.071;-0.123;-0.154;-0.110;0.031;216
2.162;0.037;0.022;0.015;0.5;reg:squarederror;100;3;3;0.25;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.125;-0.089;-0.102;-0.126;-0.111;0.016;217
3.880;0.056;0.036;0.005;0.7;reg:squarederror;200;5;9;0.1;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.25};-0.091;-0.102;-0.100;-0.154;-0.112;0.025;218
8.462;0.095;0.036;0.003;0.8;reg:squarederror;200;5;9;0.1;0.7;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.124;-0.099;-0.122;-0.108;-0.113;0.010;219
3.595;0.119;0.016;0.005;0.7;reg:squarederror;200;10;3;0.25;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 0.7};-0.092;-0.072;-0.135;-0.159;-0.115;0.034;220
2.559;0.031;0.022;0.009;1.0;reg:squarederror;100;5;5;0.25;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.7};-0.124;-0.087;-0.130;-0.119;-0.115;0.016;221
2.999;0.065;0.016;0.003;0.7;reg:squarederror;200;5;3;0.25;0.5;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 0.5};-0.113;-0.122;-0.092;-0.134;-0.115;0.015;222
1.409;0.162;0.011;0.002;1.0;reg:squarederror;100;1;3;0.5;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.154;-0.097;-0.122;-0.087;-0.115;0.026;223
7.218;0.169;0.056;0.016;0.8;reg:squarederror;200;5;9;0.1;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.5};-0.117;-0.101;-0.106;-0.140;-0.116;0.015;224
1.445;0.052;0.017;0.002;0.8;reg:squarederror;100;5;5;0.25;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.100;-0.096;-0.099;-0.185;-0.120;0.037;225
3.024;0.046;0.016;0.003;0.7;reg:squarederror;200;3;3;0.25;0.5;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 0.5};-0.119;-0.104;-0.113;-0.162;-0.125;0.022;226
1.037;0.040;0.013;0.006;0.7;reg:squarederror;100;3;5;0.25;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.141;-0.094;-0.123;-0.143;-0.125;0.019;227
2.029;0.235;0.010;0.000;0.8;reg:squarederror;100;5;5;0.25;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.5};-0.141;-0.106;-0.118;-0.136;-0.125;0.014;228
11.967;0.178;0.037;0.004;1.0;reg:squarederror;200;3;9;0.1;1.0;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 1.0};-0.134;-0.109;-0.136;-0.128;-0.127;0.011;229
1.822;0.074;0.017;0.003;1.0;reg:squarederror;100;3;7;0.25;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.135;-0.096;-0.128;-0.163;-0.131;0.024;230
9.167;0.071;0.028;0.005;0.7;reg:squarederror;200;5;7;0.1;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 1.0};-0.121;-0.108;-0.120;-0.174;-0.131;0.026;231
1.742;0.041;0.014;0.004;0.7;reg:squarederror;100;1;5;0.25;0.5;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.5};-0.123;-0.129;-0.135;-0.141;-0.132;0.007;232
2.843;0.031;0.021;0.002;1.0;reg:squarederror;200;5;5;0.25;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.155;-0.116;-0.139;-0.132;-0.136;0.014;233
2.017;0.023;0.015;0.000;1.0;reg:squarederror;200;10;5;0.25;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.134;-0.117;-0.131;-0.165;-0.137;0.018;234
8.370;0.035;0.041;0.004;0.7;reg:squarederror;200;5;9;0.1;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.125;-0.117;-0.134;-0.176;-0.138;0.023;235
4.552;0.067;0.015;0.001;0.7;reg:squarederror;200;1;3;0.25;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.112;-0.108;-0.136;-0.213;-0.142;0.042;236
2.361;0.110;0.018;0.005;0.8;reg:squarederror;100;1;5;0.25;0.7;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.7};-0.151;-0.120;-0.116;-0.195;-0.146;0.032;237
2.940;0.034;0.016;0.003;0.5;reg:squarederror;200;3;3;0.25;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 0.5};-0.148;-0.089;-0.140;-0.236;-0.153;0.053;238
3.695;0.128;0.019;0.001;1.0;reg:squarederror;100;5;7;0.25;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 0.7};-0.143;-0.145;-0.158;-0.175;-0.155;0.013;239
1.771;0.098;0.017;0.004;0.7;reg:squarederror;100;10;7;0.25;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.130;-0.128;-0.163;-0.206;-0.157;0.032;240
6.020;0.054;0.040;0.010;0.5;reg:squarederror;200;3;9;0.1;0.7;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 0.7};-0.148;-0.143;-0.146;-0.195;-0.158;0.022;241
2.894;0.018;0.016;0.002;0.5;reg:squarederror;200;1;3;0.25;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 0.5};-0.147;-0.130;-0.153;-0.220;-0.163;0.034;242
5.207;0.087;0.021;0.004;1.0;reg:squarederror;200;10;5;0.25;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.7};-0.174;-0.135;-0.163;-0.186;-0.165;0.019;243
3.614;0.055;0.020;0.008;0.8;reg:squarederror;100;1;7;0.25;0.7;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 0.7};-0.142;-0.148;-0.155;-0.234;-0.170;0.038;244
4.843;0.068;0.021;0.007;0.5;reg:squarederror;200;5;3;0.25;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.164;-0.161;-0.156;-0.207;-0.172;0.020;245
2.632;0.027;0.015;0.003;1.0;reg:squarederror;100;1;3;0.5;1.0;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.193;-0.108;-0.136;-0.250;-0.172;0.054;246
11.660;0.217;0.038;0.012;0.5;reg:squarederror;200;1;9;0.1;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 1.0};-0.161;-0.165;-0.150;-0.222;-0.175;0.028;247
5.282;0.134;0.032;0.014;1.0;reg:squarederror;200;3;5;0.25;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.7};-0.174;-0.153;-0.157;-0.216;-0.175;0.025;248
10.271;0.243;0.032;0.003;0.5;reg:squarederror;200;5;9;0.1;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.1, 'colsample_bytree': 1.0};-0.167;-0.181;-0.185;-0.177;-0.178;0.007;249
0.836;0.007;0.008;0.000;0.7;reg:squarederror;100;1;3;0.5;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.221;-0.142;-0.169;-0.204;-0.184;0.031;250
3.378;0.051;0.027;0.004;1.0;reg:squarederror;200;5;7;0.25;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.182;-0.167;-0.179;-0.223;-0.188;0.021;251
1.533;0.013;0.011;0.002;0.8;reg:squarederror;100;3;3;0.5;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 0.5};-0.175;-0.165;-0.180;-0.235;-0.188;0.027;252
6.971;0.111;0.032;0.006;1.0;reg:squarederror;200;5;9;0.25;0.5;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 0.5};-0.176;-0.137;-0.183;-0.264;-0.190;0.046;253
6.896;0.114;0.021;0.002;1.0;reg:squarederror;100;3;9;0.25;1.0;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.185;-0.159;-0.186;-0.236;-0.192;0.028;254
2.077;0.074;0.023;0.005;0.8;reg:squarederror;100;10;9;0.25;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.167;-0.193;-0.156;-0.259;-0.194;0.040;255
